Epoch: 0 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] Making optimizer at epoch 0
[ utils/training ] epoch 0 [    0 / 3903 ]  train reconstruction loss 3.49945 |  train commit loss 0.04359 | | lr 2.000e-04 | lr_mult: 0.0002 | t: 0.21
[ utils/training ] epoch 3 [ 3500 / 3903 ]  train reconstruction loss 0.12763 |  train commit loss 0.06363 | | lr 2.000e-04 | lr_mult: 0.9546 | t: 14.81
[ utils/training ] epoch 3 [ 3600 / 3903 ]  train reconstruction loss 0.12949 |  train commit loss 0.06478 | | lr 2.000e-04 | lr_mult: 0.9538 | t: 14.79
[ utils/training ] epoch 3 [ 3700 / 3903 ]  train reconstruction loss 0.11660 |  train commit loss 0.05903 | | lr 2.000e-04 | lr_mult: 0.9530 | t: 14.80
[ utils/training ] epoch 3 [ 3800 / 3903 ]  train reconstruction loss 0.12349 |  train commit loss 0.06171 | | lr 2.000e-04 | lr_mult: 0.9521 | t: 14.79
[ utils/training ] epoch 3 [ 3900 / 3903 ]  train reconstruction loss 0.12201 |  train commit loss 0.05820 | | lr 2.000e-04 | lr_mult: 0.9513 | t: 14.81
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_0.pt
Epoch: 4 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 4 [    0 / 3903 ]  train reconstruction loss 0.12392 |  train commit loss 0.06141 | | lr 2.000e-04 | lr_mult: 0.9513 | t: 0.17
[ utils/training ] epoch 4 [  100 / 3903 ]  train reconstruction loss 0.12409 |  train commit loss 0.06104 | | lr 2.000e-04 | lr_mult: 0.9504 | t: 14.80
[ utils/training ] epoch 4 [  200 / 3903 ]  train reconstruction loss 0.12130 |  train commit loss 0.05934 | | lr 2.000e-04 | lr_mult: 0.9496 | t: 14.81
[ utils/training ] epoch 4 [  300 / 3903 ]  train reconstruction loss 0.12611 |  train commit loss 0.06074 | | lr 2.000e-04 | lr_mult: 0.9487 | t: 14.74
[ utils/training ] epoch 4 [  400 / 3903 ]  train reconstruction loss 0.12325 |  train commit loss 0.06119 | | lr 2.000e-04 | lr_mult: 0.9478 | t: 14.76
[ utils/training ] epoch 4 [  500 / 3903 ]  train reconstruction loss 0.12801 |  train commit loss 0.05914 | | lr 2.000e-04 | lr_mult: 0.9470 | t: 14.77
[ utils/training ] epoch 4 [  600 / 3903 ]  train reconstruction loss 0.12918 |  train commit loss 0.06056 | | lr 2.000e-04 | lr_mult: 0.9461 | t: 14.81
[ utils/training ] epoch 4 [  700 / 3903 ]  train reconstruction loss 0.12319 |  train commit loss 0.06066 | | lr 2.000e-04 | lr_mult: 0.9452 | t: 14.78
[ utils/training ] epoch 4 [  800 / 3903 ]  train reconstruction loss 0.12536 |  train commit loss 0.06074 | | lr 2.000e-04 | lr_mult: 0.9443 | t: 14.73
[ utils/training ] epoch 4 [  900 / 3903 ]  train reconstruction loss 0.12383 |  train commit loss 0.05959 | | lr 2.000e-04 | lr_mult: 0.9434 | t: 14.83
[ utils/training ] epoch 4 [ 1000 / 3903 ]  train reconstruction loss 0.12000 |  train commit loss 0.05943 | | lr 2.000e-04 | lr_mult: 0.9425 | t: 14.78
[ utils/training ] epoch 4 [ 1100 / 3903 ]  train reconstruction loss 0.12203 |  train commit loss 0.05962 | | lr 2.000e-04 | lr_mult: 0.9416 | t: 14.78
[ utils/training ] epoch 4 [ 1200 / 3903 ]  train reconstruction loss 0.12140 |  train commit loss 0.05923 | | lr 2.000e-04 | lr_mult: 0.9407 | t: 14.76
[ utils/training ] epoch 4 [ 1300 / 3903 ]  train reconstruction loss 0.12959 |  train commit loss 0.06192 | | lr 2.000e-04 | lr_mult: 0.9397 | t: 14.82
[ utils/training ] epoch 4 [ 1400 / 3903 ]  train reconstruction loss 0.11849 |  train commit loss 0.05891 | | lr 2.000e-04 | lr_mult: 0.9388 | t: 14.82
[ utils/training ] epoch 4 [ 1500 / 3903 ]  train reconstruction loss 0.12198 |  train commit loss 0.06070 | | lr 2.000e-04 | lr_mult: 0.9379 | t: 14.82
[ utils/training ] epoch 4 [ 1600 / 3903 ]  train reconstruction loss 0.11606 |  train commit loss 0.05728 | | lr 2.000e-04 | lr_mult: 0.9369 | t: 14.75
[ utils/training ] epoch 4 [ 1700 / 3903 ]  train reconstruction loss 0.12207 |  train commit loss 0.06055 | | lr 2.000e-04 | lr_mult: 0.9360 | t: 14.80
[ utils/training ] epoch 4 [ 1800 / 3903 ]  train reconstruction loss 0.12091 |  train commit loss 0.05731 | | lr 2.000e-04 | lr_mult: 0.9350 | t: 14.81
[ utils/training ] epoch 4 [ 1900 / 3903 ]  train reconstruction loss 0.12285 |  train commit loss 0.05944 | | lr 2.000e-04 | lr_mult: 0.9340 | t: 14.81
[ utils/training ] epoch 4 [ 2000 / 3903 ]  train reconstruction loss 0.11790 |  train commit loss 0.05886 | | lr 2.000e-04 | lr_mult: 0.9331 | t: 14.85
[ utils/training ] epoch 4 [ 2100 / 3903 ]  train reconstruction loss 0.12256 |  train commit loss 0.06000 | | lr 2.000e-04 | lr_mult: 0.9321 | t: 14.80
[ utils/training ] epoch 4 [ 2200 / 3903 ]  train reconstruction loss 0.12010 |  train commit loss 0.05714 | | lr 2.000e-04 | lr_mult: 0.9311 | t: 14.87
[ utils/training ] epoch 4 [ 2300 / 3903 ]  train reconstruction loss 0.11733 |  train commit loss 0.05780 | | lr 2.000e-04 | lr_mult: 0.9301 | t: 14.83
[ utils/training ] epoch 4 [ 2400 / 3903 ]  train reconstruction loss 0.11878 |  train commit loss 0.05910 | | lr 2.000e-04 | lr_mult: 0.9291 | t: 14.78
[ utils/training ] epoch 4 [ 2500 / 3903 ]  train reconstruction loss 0.12480 |  train commit loss 0.06074 | | lr 2.000e-04 | lr_mult: 0.9281 | t: 14.78
[ utils/training ] epoch 4 [ 2600 / 3903 ]  train reconstruction loss 0.12189 |  train commit loss 0.06044 | | lr 2.000e-04 | lr_mult: 0.9271 | t: 14.79
[ utils/training ] epoch 4 [ 2700 / 3903 ]  train reconstruction loss 0.11995 |  train commit loss 0.06063 | | lr 2.000e-04 | lr_mult: 0.9261 | t: 14.79
[ utils/training ] epoch 4 [ 2800 / 3903 ]  train reconstruction loss 0.12579 |  train commit loss 0.06153 | | lr 2.000e-04 | lr_mult: 0.9250 | t: 14.83
[ utils/training ] epoch 4 [ 2900 / 3903 ]  train reconstruction loss 0.11816 |  train commit loss 0.05707 | | lr 2.000e-04 | lr_mult: 0.9240 | t: 14.76
[ utils/training ] epoch 4 [ 3000 / 3903 ]  train reconstruction loss 0.11931 |  train commit loss 0.06038 | | lr 2.000e-04 | lr_mult: 0.9230 | t: 14.81
[ utils/training ] epoch 4 [ 3100 / 3903 ]  train reconstruction loss 0.12184 |  train commit loss 0.05849 | | lr 2.000e-04 | lr_mult: 0.9219 | t: 14.80
[ utils/training ] epoch 4 [ 3200 / 3903 ]  train reconstruction loss 0.12510 |  train commit loss 0.06075 | | lr 2.000e-04 | lr_mult: 0.9209 | t: 14.79
[ utils/training ] epoch 4 [ 3300 / 3903 ]  train reconstruction loss 0.12420 |  train commit loss 0.05941 | | lr 2.000e-04 | lr_mult: 0.9198 | t: 14.80
[ utils/training ] epoch 4 [ 3400 / 3903 ]  train reconstruction loss 0.12055 |  train commit loss 0.05898 | | lr 2.000e-04 | lr_mult: 0.9187 | t: 14.82
[ utils/training ] epoch 4 [ 3500 / 3903 ]  train reconstruction loss 0.12600 |  train commit loss 0.05910 | | lr 2.000e-04 | lr_mult: 0.9177 | t: 14.84
[ utils/training ] epoch 4 [ 3600 / 3903 ]  train reconstruction loss 0.11771 |  train commit loss 0.06003 | | lr 2.000e-04 | lr_mult: 0.9166 | t: 14.80
[ utils/training ] epoch 4 [ 3700 / 3903 ]  train reconstruction loss 0.11806 |  train commit loss 0.05575 | | lr 2.000e-04 | lr_mult: 0.9155 | t: 14.83
[ utils/training ] epoch 4 [ 3800 / 3903 ]  train reconstruction loss 0.12278 |  train commit loss 0.06067 | | lr 2.000e-04 | lr_mult: 0.9144 | t: 14.76
[ utils/training ] epoch 4 [ 3900 / 3903 ]  train reconstruction loss 0.12335 |  train commit loss 0.05934 | | lr 2.000e-04 | lr_mult: 0.9133 | t: 14.79
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_0.pt
Epoch: 5 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 5 [    0 / 3903 ]  train reconstruction loss 0.11431 |  train commit loss 0.05500 | | lr 2.000e-04 | lr_mult: 0.9133 | t: 0.17
[ utils/training ] epoch 5 [  100 / 3903 ]  train reconstruction loss 0.12237 |  train commit loss 0.05914 | | lr 2.000e-04 | lr_mult: 0.9122 | t: 14.75
[ utils/training ] epoch 5 [  200 / 3903 ]  train reconstruction loss 0.11949 |  train commit loss 0.06022 | | lr 2.000e-04 | lr_mult: 0.9111 | t: 14.77
[ utils/training ] epoch 5 [  300 / 3903 ]  train reconstruction loss 0.12035 |  train commit loss 0.05908 | | lr 2.000e-04 | lr_mult: 0.9099 | t: 14.79
[ utils/training ] epoch 5 [  400 / 3903 ]  train reconstruction loss 0.11591 |  train commit loss 0.05664 | | lr 2.000e-04 | lr_mult: 0.9088 | t: 14.77
[ utils/training ] epoch 5 [  500 / 3903 ]  train reconstruction loss 0.12220 |  train commit loss 0.05862 | | lr 2.000e-04 | lr_mult: 0.9077 | t: 14.77
[ utils/training ] epoch 5 [  600 / 3903 ]  train reconstruction loss 0.12081 |  train commit loss 0.05856 | | lr 2.000e-04 | lr_mult: 0.9066 | t: 14.80
[ utils/training ] epoch 5 [  700 / 3903 ]  train reconstruction loss 0.11832 |  train commit loss 0.05816 | | lr 2.000e-04 | lr_mult: 0.9054 | t: 14.82
[ utils/training ] epoch 5 [  800 / 3903 ]  train reconstruction loss 0.12191 |  train commit loss 0.05828 | | lr 2.000e-04 | lr_mult: 0.9043 | t: 14.77
[ utils/training ] epoch 5 [  900 / 3903 ]  train reconstruction loss 0.11738 |  train commit loss 0.05807 | | lr 2.000e-04 | lr_mult: 0.9031 | t: 14.81
[ utils/training ] epoch 5 [ 1000 / 3903 ]  train reconstruction loss 0.11398 |  train commit loss 0.05614 | | lr 2.000e-04 | lr_mult: 0.9020 | t: 14.77
[ utils/training ] epoch 5 [ 1100 / 3903 ]  train reconstruction loss 0.12360 |  train commit loss 0.05734 | | lr 2.000e-04 | lr_mult: 0.9008 | t: 14.80
[ utils/training ] epoch 5 [ 1200 / 3903 ]  train reconstruction loss 0.12476 |  train commit loss 0.06037 | | lr 2.000e-04 | lr_mult: 0.8996 | t: 14.77
[ utils/training ] epoch 5 [ 1300 / 3903 ]  train reconstruction loss 0.12059 |  train commit loss 0.05926 | | lr 2.000e-04 | lr_mult: 0.8984 | t: 14.82
[ utils/training ] epoch 5 [ 1400 / 3903 ]  train reconstruction loss 0.12172 |  train commit loss 0.05724 | | lr 2.000e-04 | lr_mult: 0.8973 | t: 14.80
[ utils/training ] epoch 5 [ 1500 / 3903 ]  train reconstruction loss 0.12877 |  train commit loss 0.06013 | | lr 2.000e-04 | lr_mult: 0.8961 | t: 14.81
[ utils/training ] epoch 5 [ 1600 / 3903 ]  train reconstruction loss 0.11869 |  train commit loss 0.05669 | | lr 2.000e-04 | lr_mult: 0.8949 | t: 14.78
[ utils/training ] epoch 5 [ 1700 / 3903 ]  train reconstruction loss 0.11670 |  train commit loss 0.05545 | | lr 2.000e-04 | lr_mult: 0.8937 | t: 14.83
[ utils/training ] epoch 5 [ 1800 / 3903 ]  train reconstruction loss 0.11752 |  train commit loss 0.05528 | | lr 2.000e-04 | lr_mult: 0.8925 | t: 14.81
[ utils/training ] epoch 5 [ 1900 / 3903 ]  train reconstruction loss 0.12736 |  train commit loss 0.06042 | | lr 2.000e-04 | lr_mult: 0.8912 | t: 14.81
[ utils/training ] epoch 5 [ 2000 / 3903 ]  train reconstruction loss 0.11811 |  train commit loss 0.05494 | | lr 2.000e-04 | lr_mult: 0.8900 | t: 14.80
[ utils/training ] epoch 5 [ 2100 / 3903 ]  train reconstruction loss 0.11426 |  train commit loss 0.05504 | | lr 2.000e-04 | lr_mult: 0.8888 | t: 14.76
[ utils/training ] epoch 5 [ 2200 / 3903 ]  train reconstruction loss 0.11631 |  train commit loss 0.05935 | | lr 2.000e-04 | lr_mult: 0.8876 | t: 14.80
[ utils/training ] epoch 5 [ 2300 / 3903 ]  train reconstruction loss 0.11320 |  train commit loss 0.05451 | | lr 2.000e-04 | lr_mult: 0.8863 | t: 14.78
[ utils/training ] epoch 5 [ 2400 / 3903 ]  train reconstruction loss 0.11657 |  train commit loss 0.05540 | | lr 2.000e-04 | lr_mult: 0.8851 | t: 14.79
[ utils/training ] epoch 5 [ 2500 / 3903 ]  train reconstruction loss 0.12381 |  train commit loss 0.05943 | | lr 2.000e-04 | lr_mult: 0.8838 | t: 14.79
[ utils/training ] epoch 5 [ 2600 / 3903 ]  train reconstruction loss 0.12971 |  train commit loss 0.06015 | | lr 2.000e-04 | lr_mult: 0.8826 | t: 14.82
[ utils/training ] epoch 5 [ 2700 / 3903 ]  train reconstruction loss 0.11276 |  train commit loss 0.05527 | | lr 2.000e-04 | lr_mult: 0.8813 | t: 14.79
[ utils/training ] epoch 5 [ 2800 / 3903 ]  train reconstruction loss 0.11668 |  train commit loss 0.05497 | | lr 2.000e-04 | lr_mult: 0.8800 | t: 14.74
[ utils/training ] epoch 5 [ 2900 / 3903 ]  train reconstruction loss 0.12606 |  train commit loss 0.06098 | | lr 2.000e-04 | lr_mult: 0.8788 | t: 14.81
[ utils/training ] epoch 5 [ 3000 / 3903 ]  train reconstruction loss 0.11876 |  train commit loss 0.05747 | | lr 2.000e-04 | lr_mult: 0.8775 | t: 14.88
[ utils/training ] epoch 5 [ 3100 / 3903 ]  train reconstruction loss 0.11800 |  train commit loss 0.05744 | | lr 2.000e-04 | lr_mult: 0.8762 | t: 14.82
[ utils/training ] epoch 5 [ 3200 / 3903 ]  train reconstruction loss 0.12358 |  train commit loss 0.05874 | | lr 2.000e-04 | lr_mult: 0.8749 | t: 14.78
[ utils/training ] epoch 5 [ 3300 / 3903 ]  train reconstruction loss 0.12029 |  train commit loss 0.05799 | | lr 2.000e-04 | lr_mult: 0.8736 | t: 14.79
[ utils/training ] epoch 5 [ 3400 / 3903 ]  train reconstruction loss 0.12444 |  train commit loss 0.06009 | | lr 2.000e-04 | lr_mult: 0.8723 | t: 14.82
[ utils/training ] epoch 5 [ 3500 / 3903 ]  train reconstruction loss 0.12194 |  train commit loss 0.05795 | | lr 2.000e-04 | lr_mult: 0.8710 | t: 14.85
[ utils/training ] epoch 5 [ 3600 / 3903 ]  train reconstruction loss 0.11814 |  train commit loss 0.05845 | | lr 2.000e-04 | lr_mult: 0.8697 | t: 14.80
[ utils/training ] epoch 5 [ 3700 / 3903 ]  train reconstruction loss 0.12417 |  train commit loss 0.05812 | | lr 2.000e-04 | lr_mult: 0.8684 | t: 14.83
[ utils/training ] epoch 5 [ 3800 / 3903 ]  train reconstruction loss 0.11397 |  train commit loss 0.05561 | | lr 2.000e-04 | lr_mult: 0.8670 | t: 14.81
[ utils/training ] epoch 5 [ 3900 / 3903 ]  train reconstruction loss 0.12072 |  train commit loss 0.05720 | | lr 2.000e-04 | lr_mult: 0.8657 | t: 14.82
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_0.pt
Epoch: 6 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 6 [    0 / 3903 ]  train reconstruction loss 0.11812 |  train commit loss 0.05555 | | lr 2.000e-04 | lr_mult: 0.8657 | t: 0.17
[ utils/training ] epoch 6 [  100 / 3903 ]  train reconstruction loss 0.11857 |  train commit loss 0.05486 | | lr 2.000e-04 | lr_mult: 0.8644 | t: 14.84
[ utils/training ] epoch 6 [  200 / 3903 ]  train reconstruction loss 0.11322 |  train commit loss 0.05448 | | lr 2.000e-04 | lr_mult: 0.8630 | t: 14.79
[ utils/training ] epoch 6 [  300 / 3903 ]  train reconstruction loss 0.11909 |  train commit loss 0.05531 | | lr 2.000e-04 | lr_mult: 0.8617 | t: 14.79
[ utils/training ] epoch 6 [  400 / 3903 ]  train reconstruction loss 0.12063 |  train commit loss 0.05686 | | lr 2.000e-04 | lr_mult: 0.8603 | t: 14.80
[ utils/training ] epoch 6 [  500 / 3903 ]  train reconstruction loss 0.11907 |  train commit loss 0.05720 | | lr 2.000e-04 | lr_mult: 0.8589 | t: 14.82
[ utils/training ] epoch 6 [  600 / 3903 ]  train reconstruction loss 0.11593 |  train commit loss 0.05524 | | lr 2.000e-04 | lr_mult: 0.8576 | t: 14.90
[ utils/training ] epoch 6 [  700 / 3903 ]  train reconstruction loss 0.11725 |  train commit loss 0.05517 | | lr 2.000e-04 | lr_mult: 0.8562 | t: 14.72
[ utils/training ] epoch 6 [  800 / 3903 ]  train reconstruction loss 0.11937 |  train commit loss 0.05728 | | lr 2.000e-04 | lr_mult: 0.8548 | t: 14.80
[ utils/training ] epoch 6 [  900 / 3903 ]  train reconstruction loss 0.11823 |  train commit loss 0.05700 | | lr 2.000e-04 | lr_mult: 0.8535 | t: 14.85
[ utils/training ] epoch 6 [ 1000 / 3903 ]  train reconstruction loss 0.11931 |  train commit loss 0.05650 | | lr 2.000e-04 | lr_mult: 0.8521 | t: 14.80
[ utils/training ] epoch 6 [ 1100 / 3903 ]  train reconstruction loss 0.12451 |  train commit loss 0.05833 | | lr 2.000e-04 | lr_mult: 0.8507 | t: 14.78
[ utils/training ] epoch 6 [ 1200 / 3903 ]  train reconstruction loss 0.11916 |  train commit loss 0.05453 | | lr 2.000e-04 | lr_mult: 0.8493 | t: 14.81
[ utils/training ] epoch 6 [ 1300 / 3903 ]  train reconstruction loss 0.11832 |  train commit loss 0.05601 | | lr 2.000e-04 | lr_mult: 0.8479 | t: 14.83
[ utils/training ] epoch 6 [ 1400 / 3903 ]  train reconstruction loss 0.11859 |  train commit loss 0.05697 | | lr 2.000e-04 | lr_mult: 0.8465 | t: 14.82
[ utils/training ] epoch 6 [ 1500 / 3903 ]  train reconstruction loss 0.11907 |  train commit loss 0.05837 | | lr 2.000e-04 | lr_mult: 0.8451 | t: 14.71
[ utils/training ] epoch 6 [ 1600 / 3903 ]  train reconstruction loss 0.11764 |  train commit loss 0.05647 | | lr 2.000e-04 | lr_mult: 0.8436 | t: 14.76
[ utils/training ] epoch 6 [ 1700 / 3903 ]  train reconstruction loss 0.12437 |  train commit loss 0.05828 | | lr 2.000e-04 | lr_mult: 0.8422 | t: 14.82
[ utils/training ] epoch 6 [ 1800 / 3903 ]  train reconstruction loss 0.11698 |  train commit loss 0.05657 | | lr 2.000e-04 | lr_mult: 0.8408 | t: 14.79
[ utils/training ] epoch 6 [ 1900 / 3903 ]  train reconstruction loss 0.11594 |  train commit loss 0.05466 | | lr 2.000e-04 | lr_mult: 0.8394 | t: 14.79
[ utils/training ] epoch 6 [ 2000 / 3903 ]  train reconstruction loss 0.11657 |  train commit loss 0.05507 | | lr 2.000e-04 | lr_mult: 0.8379 | t: 14.75
[ utils/training ] epoch 6 [ 2100 / 3903 ]  train reconstruction loss 0.11589 |  train commit loss 0.05420 | | lr 2.000e-04 | lr_mult: 0.8365 | t: 14.79
[ utils/training ] epoch 6 [ 2200 / 3903 ]  train reconstruction loss 0.12097 |  train commit loss 0.05799 | | lr 2.000e-04 | lr_mult: 0.8350 | t: 14.79
[ utils/training ] epoch 6 [ 2300 / 3903 ]  train reconstruction loss 0.11834 |  train commit loss 0.05571 | | lr 2.000e-04 | lr_mult: 0.8336 | t: 14.74
[ utils/training ] epoch 6 [ 2400 / 3903 ]  train reconstruction loss 0.11864 |  train commit loss 0.05557 | | lr 2.000e-04 | lr_mult: 0.8321 | t: 14.74
[ utils/training ] epoch 6 [ 2500 / 3903 ]  train reconstruction loss 0.11506 |  train commit loss 0.05531 | | lr 2.000e-04 | lr_mult: 0.8307 | t: 15.17
[ utils/training ] epoch 6 [ 2600 / 3903 ]  train reconstruction loss 0.11900 |  train commit loss 0.05614 | | lr 2.000e-04 | lr_mult: 0.8292 | t: 15.64
[ utils/training ] epoch 6 [ 2700 / 3903 ]  train reconstruction loss 0.12205 |  train commit loss 0.05675 | | lr 2.000e-04 | lr_mult: 0.8277 | t: 15.71
[ utils/training ] epoch 6 [ 2800 / 3903 ]  train reconstruction loss 0.12265 |  train commit loss 0.05782 | | lr 2.000e-04 | lr_mult: 0.8262 | t: 15.50
[ utils/training ] epoch 6 [ 2900 / 3903 ]  train reconstruction loss 0.11305 |  train commit loss 0.05351 | | lr 2.000e-04 | lr_mult: 0.8247 | t: 15.61
[ utils/training ] epoch 6 [ 3000 / 3903 ]  train reconstruction loss 0.11470 |  train commit loss 0.05362 | | lr 2.000e-04 | lr_mult: 0.8233 | t: 15.66
[ utils/training ] epoch 6 [ 3100 / 3903 ]  train reconstruction loss 0.11191 |  train commit loss 0.05419 | | lr 2.000e-04 | lr_mult: 0.8218 | t: 15.49
[ utils/training ] epoch 6 [ 3200 / 3903 ]  train reconstruction loss 0.11709 |  train commit loss 0.05468 | | lr 2.000e-04 | lr_mult: 0.8203 | t: 15.72
[ utils/training ] epoch 6 [ 3300 / 3903 ]  train reconstruction loss 0.11957 |  train commit loss 0.05604 | | lr 2.000e-04 | lr_mult: 0.8188 | t: 15.75
[ utils/training ] epoch 6 [ 3400 / 3903 ]  train reconstruction loss 0.11642 |  train commit loss 0.05588 | | lr 2.000e-04 | lr_mult: 0.8172 | t: 15.42
[ utils/training ] epoch 6 [ 3500 / 3903 ]  train reconstruction loss 0.11212 |  train commit loss 0.05519 | | lr 2.000e-04 | lr_mult: 0.8157 | t: 14.85
[ utils/training ] epoch 6 [ 3600 / 3903 ]  train reconstruction loss 0.11824 |  train commit loss 0.05697 | | lr 2.000e-04 | lr_mult: 0.8142 | t: 14.80
[ utils/training ] epoch 6 [ 3700 / 3903 ]  train reconstruction loss 0.12013 |  train commit loss 0.05465 | | lr 2.000e-04 | lr_mult: 0.8127 | t: 14.73
[ utils/training ] epoch 6 [ 3800 / 3903 ]  train reconstruction loss 0.11649 |  train commit loss 0.05535 | | lr 2.000e-04 | lr_mult: 0.8112 | t: 14.74
[ utils/training ] epoch 6 [ 3900 / 3903 ]  train reconstruction loss 0.11587 |  train commit loss 0.05448 | | lr 2.000e-04 | lr_mult: 0.8096 | t: 14.74
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_0.pt
Epoch: 7 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 7 [    0 / 3903 ]  train reconstruction loss 0.11948 |  train commit loss 0.05400 | | lr 2.000e-04 | lr_mult: 0.8096 | t: 0.17
[ utils/training ] epoch 7 [  100 / 3903 ]  train reconstruction loss 0.11857 |  train commit loss 0.05481 | | lr 2.000e-04 | lr_mult: 0.8081 | t: 14.82
[ utils/training ] epoch 7 [  200 / 3903 ]  train reconstruction loss 0.11123 |  train commit loss 0.05302 | | lr 2.000e-04 | lr_mult: 0.8065 | t: 14.97
[ utils/training ] epoch 7 [  300 / 3903 ]  train reconstruction loss 0.11353 |  train commit loss 0.05094 | | lr 2.000e-04 | lr_mult: 0.8050 | t: 15.00
[ utils/training ] epoch 7 [  400 / 3903 ]  train reconstruction loss 0.11852 |  train commit loss 0.05577 | | lr 2.000e-04 | lr_mult: 0.8034 | t: 14.95
[ utils/training ] epoch 7 [  500 / 3903 ]  train reconstruction loss 0.11482 |  train commit loss 0.05563 | | lr 2.000e-04 | lr_mult: 0.8019 | t: 15.00
[ utils/training ] epoch 7 [  600 / 3903 ]  train reconstruction loss 0.11656 |  train commit loss 0.05327 | | lr 2.000e-04 | lr_mult: 0.8003 | t: 15.00
[ utils/training ] epoch 7 [  700 / 3903 ]  train reconstruction loss 0.11777 |  train commit loss 0.05590 | | lr 2.000e-04 | lr_mult: 0.7987 | t: 15.01
[ utils/training ] epoch 7 [  800 / 3903 ]  train reconstruction loss 0.11950 |  train commit loss 0.05655 | | lr 2.000e-04 | lr_mult: 0.7972 | t: 14.95
[ utils/training ] epoch 7 [  900 / 3903 ]  train reconstruction loss 0.11819 |  train commit loss 0.05630 | | lr 2.000e-04 | lr_mult: 0.7956 | t: 14.98
[ utils/training ] epoch 7 [ 1000 / 3903 ]  train reconstruction loss 0.12103 |  train commit loss 0.05458 | | lr 2.000e-04 | lr_mult: 0.7940 | t: 14.92
[ utils/training ] epoch 7 [ 1100 / 3903 ]  train reconstruction loss 0.11754 |  train commit loss 0.05664 | | lr 2.000e-04 | lr_mult: 0.7924 | t: 14.92
[ utils/training ] epoch 7 [ 1200 / 3903 ]  train reconstruction loss 0.10665 |  train commit loss 0.05077 | | lr 2.000e-04 | lr_mult: 0.7908 | t: 14.85
[ utils/training ] epoch 7 [ 1300 / 3903 ]  train reconstruction loss 0.11347 |  train commit loss 0.05581 | | lr 2.000e-04 | lr_mult: 0.7892 | t: 14.78
[ utils/training ] epoch 7 [ 1400 / 3903 ]  train reconstruction loss 0.11282 |  train commit loss 0.05278 | | lr 2.000e-04 | lr_mult: 0.7876 | t: 14.79
[ utils/training ] epoch 7 [ 1500 / 3903 ]  train reconstruction loss 0.11830 |  train commit loss 0.05668 | | lr 2.000e-04 | lr_mult: 0.7860 | t: 14.81
[ utils/training ] epoch 7 [ 1600 / 3903 ]  train reconstruction loss 0.12272 |  train commit loss 0.05797 | | lr 2.000e-04 | lr_mult: 0.7844 | t: 14.80
[ utils/training ] epoch 7 [ 1700 / 3903 ]  train reconstruction loss 0.11396 |  train commit loss 0.05557 | | lr 2.000e-04 | lr_mult: 0.7828 | t: 14.84
[ utils/training ] epoch 7 [ 1800 / 3903 ]  train reconstruction loss 0.12432 |  train commit loss 0.06106 | | lr 2.000e-04 | lr_mult: 0.7812 | t: 14.85
[ utils/training ] epoch 7 [ 1900 / 3903 ]  train reconstruction loss 0.11572 |  train commit loss 0.05424 | | lr 2.000e-04 | lr_mult: 0.7796 | t: 14.89
[ utils/training ] epoch 7 [ 2000 / 3903 ]  train reconstruction loss 0.12518 |  train commit loss 0.05599 | | lr 2.000e-04 | lr_mult: 0.7780 | t: 14.96
[ utils/training ] epoch 7 [ 2100 / 3903 ]  train reconstruction loss 0.11095 |  train commit loss 0.05314 | | lr 2.000e-04 | lr_mult: 0.7763 | t: 14.89
[ utils/training ] epoch 7 [ 2200 / 3903 ]  train reconstruction loss 0.11956 |  train commit loss 0.05449 | | lr 2.000e-04 | lr_mult: 0.7747 | t: 14.92
[ utils/training ] epoch 7 [ 2300 / 3903 ]  train reconstruction loss 0.11206 |  train commit loss 0.05354 | | lr 2.000e-04 | lr_mult: 0.7731 | t: 14.91
[ utils/training ] epoch 7 [ 2400 / 3903 ]  train reconstruction loss 0.12230 |  train commit loss 0.05737 | | lr 2.000e-04 | lr_mult: 0.7714 | t: 14.96
[ utils/training ] epoch 7 [ 2500 / 3903 ]  train reconstruction loss 0.11967 |  train commit loss 0.05435 | | lr 2.000e-04 | lr_mult: 0.7698 | t: 14.95
[ utils/training ] epoch 7 [ 2600 / 3903 ]  train reconstruction loss 0.11532 |  train commit loss 0.05458 | | lr 2.000e-04 | lr_mult: 0.7681 | t: 14.95
[ utils/training ] epoch 7 [ 2700 / 3903 ]  train reconstruction loss 0.11848 |  train commit loss 0.05384 | | lr 2.000e-04 | lr_mult: 0.7665 | t: 14.90
[ utils/training ] epoch 7 [ 2800 / 3903 ]  train reconstruction loss 0.11538 |  train commit loss 0.05344 | | lr 2.000e-04 | lr_mult: 0.7648 | t: 15.00
